movie_company,rating,complete_euro_dark_movie
20th Century Fox Home Entertainment,6.0,The Sentinel
20th Century Fox Home Entertainment,6.0,The Sentinel
20th Century Fox Home Entertainment,6.0,The Sentinel
20th Century Fox Home Entertainment,5.0,Shutter
20th Century Fox Home Entertainment,6.0,The Sentinel
20th Century Fox Home Entertainment Japan,6.0,The Sentinel
20th Century Fox Home Entertainment Japan,6.0,The Sentinel
20th Century Fox Home Entertainment Japan,5.2,My Super Ex-Girlfriend
20th Century Fox Italia,7.3,The Fountain
20th Century Fox Italia,7.3,The Fountain
20th Century Fox Netherlands,6.4,The Hills Have Eyes
20th Century Fox Netherlands,7.3,The Fountain
20th Century Fox Netherlands,6.4,The Hills Have Eyes
20th Century Fox Netherlands,6.8,Street Kings
20th Century Fox Netherlands,6.0,The Sentinel
20th Century Fox Netherlands,6.0,The Sentinel
20th Century Fox Netherlands,6.8,Street Kings
20th Century Fox Netherlands,6.8,Street Kings
20th Century Fox Netherlands,6.4,The Hills Have Eyes
20th Century Fox Netherlands,7.3,The Fountain
20th Century Fox Netherlands,5.2,My Super Ex-Girlfriend
20th Century Fox Netherlands,6.7,X-Men Origins: Wolverine
20th Century Fox Netherlands,6.1,Lions for Lambs
20th Century Fox Netherlands,6.1,Lions for Lambs
20th Century Fox Netherlands,6.7,X-Men Origins: Wolverine
20th Century Fox Netherlands,6.7,X-Men Origins: Wolverine
20th Century Fox Netherlands,5.3,Max Payne
20th Century Fox Netherlands,5.3,Max Payne
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,6.6,Australia
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,6.6,Australia
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,5.6,4: Rise of the Silver Surfer
20th Century Fox Netherlands,5.6,4: Rise of the Silver Surfer
20th Century Fox of Germany,5.1,Jennifer's Body
20th Century Fox of Germany,6.6,Australia
20th Century Fox of Germany,6.6,Australia
20th Century Fox of Germany,8.0,Avatar
20th Century Fox of Germany,8.0,Avatar
20th Century Fox of Germany,8.0,Avatar
20th Century Fox of Germany,5.3,Pathfinder
20th Century Fox of Germany,5.3,Pathfinder
20th Century Fox of Germany,6.7,X-Men Origins: Wolverine
20th Century Fox of Germany,6.7,X-Men Origins: Wolverine
20th Century Fox of Germany,6.1,Lions for Lambs
20th Century Fox of Germany,6.1,Lions for Lambs
20th Century Fox of Germany,6.7,X-Men Origins: Wolverine
20th Century Fox of Germany,6.4,The Hills Have Eyes
20th Century Fox of Germany,6.4,The Hills Have Eyes
20th Century Fox of Germany,6.4,The Hills Have Eyes
20th Century Fox of Germany,5.0,Shutter
20th Century Fox of Germany,7.1,Valkyrie
20th Century Fox of Germany,7.1,Valkyrie
20th Century Fox of Germany,7.1,Valkyrie
20th Century Fox of Germany,7.1,Valkyrie
20th Century Fox of Germany,7.1,Valkyrie
20th Century Fox of Germany,7.1,Valkyrie
21 Entertainment,5.3,Tell-Tale
21 Entertainment,5.3,Tell-Tale
21st Century,5.5,Tenderness
2BE,8.1,Pilot
2BE,8.2,Sacrifice
2BE,8.2,Sacrifice
3L Filmverleih,5.2,My Mom's New Boyfriend
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,5.2,My Mom's New Boyfriend
3L Filmverleih,5.2,My Mom's New Boyfriend
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,5.2,My Mom's New Boyfriend
3L Filmverleih,7.4,Running Scared
3L Filmverleih,5.0,Wicked Little Things
3L Filmverleih,5.0,Wicked Little Things
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,7.4,Running Scared
3L Filmverleih,5.6,Home of the Brave
A-Film Distribution,6.3,Fast Food Nation
A-Film Distribution,7.8,Apocalypto
A-Film Distribution,7.8,Apocalypto
A-Film Distribution,6.8,Interview
A-Film Distribution,6.8,Interview
A-Film Distribution,6.8,Interview
A-Film Distribution,7.8,Apocalypto
A-Film Distribution,7.1,Brothers
A-Film Distribution,7.1,Brothers
A-Film Distribution,7.6,Milk
A-Film Distribution,5.7,Savage Grace
A-Film Distribution,5.7,Savage Grace
A-Film Distribution,7.6,Milk
A-Film Distribution,6.7,Scoop
A-Film Distribution,7.6,Milk
A-Film Distribution,7.6,Milk
A-Film Distribution,6.7,Seraphim Falls
A-Film Distribution,7.6,Milk
A-Film Distribution,6.7,Seraphim Falls
A-Film Distribution,6.2,Love in the Time of Cholera
A-Film Distribution,7.6,Milk
A-Film Distribution,7.5,This Film Is Not Yet Rated
A-Film Distribution,6.2,The Midnight Meat Train
A-Film Distribution,6.2,The Midnight Meat Train
A-Film Distribution,6.2,The Midnight Meat Train
A-Film Distribution,6.8,The Brothers Bloom
A-Film Distribution,6.2,The Midnight Meat Train
A-Film Distribution,6.7,Seraphim Falls
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,7.5,This Film Is Not Yet Rated
A-Film Home Entertainment,6.7,Seraphim Falls
A-Film Home Entertainment,6.7,Seraphim Falls
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.7,Seraphim Falls
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.6,Severance
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,6.2,The Midnight Meat Train
A-Film Home Entertainment,7.6,Milk
A-Film Home Entertainment,6.2,Love in the Time of Cholera
A-Film Home Entertainment,6.7,Scoop
A-Film Home Entertainment,5.7,Savage Grace
A-Film Home Entertainment,5.7,Savage Grace
A-Film Home Entertainment,7.6,Milk
A-Film Home Entertainment,7.6,Milk
A-Film Home Entertainment,7.1,Che: Part One
A-Film Home Entertainment,6.8,Interview
A-Film Home Entertainment,7.8,Apocalypto
A-Film Home Entertainment,7.8,Apocalypto
A-Film Home Entertainment,7.8,Apocalypto
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Ab Svensk Filmindustri / Buena Vista Home Entertainment,7.4,Mr. Brooks
Accent Film Entertainment,4.3,Steel Trap
Accent Film Entertainment,2.6,The Last Resort
ACME,5.8,The Haunting in Connecticut
ACME,6.4,The Taking of Pelham 1 2 3
ACME,6.4,The Taking of Pelham 1 2 3
ACME,6.4,The Taking of Pelham 1 2 3
ACME,7.0,Pineapple Express
ACME,5.8,Pathology
ACME,7.0,Pineapple Express
ACME,7.0,Pineapple Express
Acme Film,6.1,The Strangers
Acme Film,6.1,The Strangers
Acme Film,6.1,The Strangers
Acme Film,5.4,Hostel: Part II
Acme Film,5.4,Hostel: Part II
Acme Film,5.4,Hostel: Part II
Acme Film,5.4,Babylon A.D.
Acme Film,5.4,Babylon A.D.
AcmeFilm,1.9,Disaster Movie
AcmeFilm,6.7,Step Brothers
AcmeFilm,6.5,Underworld: Rise of the Lycans
Acteurs Auteurs Associés (AAA),5.1,The Ten
Acteurs Auteurs Associés (AAA),5.1,The Ten
Acteurs Auteurs Associés (AAA),5.1,The Ten
Alamode Film,6.5,Sommer '04
Albatros Film,4.3,Steel Trap
Albatros Film,1.9,Disaster Movie
Albatros Film,6.1,Redacted
Alexandra Films,6.7,Quantum of Solace
Alexandra Films,6.4,The Taking of Pelham 1 2 3
Alexandra Films,6.4,The Taking of Pelham 1 2 3
Alexandra Films,6.4,The Taking of Pelham 1 2 3
Alfa,5.5,Tenderness
Alfa Films,5.8,The Haunting in Connecticut
Alfa Films,4.7,The Grudge 2
Alfa Films,7.6,The Illusionist
Alfa Films,6.8,The Brothers Bloom
Alfa Films,4.9,See No Evil
Alfa Films,4.9,See No Evil
Alfa Films,4.9,See No Evil
Alfa Films,7.1,Che: Part One
Alfa Films,7.0,Crank
All Interactive Distribution,6.8,Interview
Allarco Entertainment,6.6,Severance
Alliance,6.1,The Strangers
Alliance,3.8,The Haunting of Molly Hartley
Alliance,6.1,The Strangers
Alliance,3.8,The Haunting of Molly Hartley
Alliance,3.8,The Haunting of Molly Hartley
Alliance,3.8,The Haunting of Molly Hartley
Alliance,6.1,The Strangers
Alliance,6.1,The Strangers
Alliance,6.1,The Strangers
Alliance,6.1,The Strangers
Alliance,6.8,Appaloosa
Alliance,6.8,Appaloosa
Alliance,6.8,Appaloosa
Alliance,6.8,Appaloosa
Alliance,6.8,Appaloosa
Alliance,6.8,Appaloosa
Alliance,6.8,1408
Alliance,6.8,1408
Alliance,5.9,Righteous Kill
Alliance,6.0,Rush Hour 3
Alliance,5.9,Righteous Kill
Alliance,6.0,Rush Hour 3
Alliance,6.0,Rush Hour 3
Alliance,6.0,Rush Hour 3
Alliance,6.0,Rush Hour 3
Alliance,6.0,Rush Hour 3
Alliance Atlantis Home Video,7.6,Milk
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,7.6,Milk
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,6.7,Scoop
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,7.6,Milk
Alliance Atlantis Home Video,7.4,Running Scared
Alliance Atlantis Home Video,6.5,Hollywoodland
Alliance Atlantis Home Video,6.5,Hollywoodland
Alliance Atlantis Home Video,6.8,1408
Alliance Atlantis Home Video,6.8,1408
Alliance Atlantis Home Video,6.6,Catch a Fire
Alliance Atlantis Home Video,6.6,Catch a Fire
Alliance Atlantis Home Video,6.6,Catch a Fire
Alliance Atlantis Home Video,4.7,The Return
Alliance Atlantis Home Video,4.7,The Return
Alliance Atlantis Home Video,4.7,The Return
Alliance Atlantis Home Video,5.7,Snakes on a Plane
Alliance Atlantis Home Video,5.7,Snakes on a Plane
Alliance Atlantis Home Video,5.7,Snakes on a Plane
Alliance Atlantis Home Video,5.7,Snakes on a Plane
Alliance Atlantis Home Video,5.8,The Texas Chainsaw Massacre: The Beginning
Alliance Atlantis Home Video,5.8,The Texas Chainsaw Massacre: The Beginning
Alliance Atlantis Home Video,5.8,The Texas Chainsaw Massacre: The Beginning
Alliance Atlantis Home Video,7.6,The Illusionist
Alliance Atlantis Home Video,5.5,The Hitcher
Alliance Atlantis Home Video,6.5,Unknown
Alliance Atlantis Home Video,6.5,Unknown
Alliance Atlantis Motion Picture Distribution,7.5,Die Welle
Alliance Atlantis Motion Picture Distribution,6.8,1408
Alliance Atlantis Motion Picture Distribution,6.8,1408
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,6.8,Rendition
Alliance Atlantis Motion Picture Distribution,6.8,Rendition
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,7.4,Running Scared
Alliance Atlantis Motion Picture Distribution,6.8,Rendition
Alliance Atlantis Motion Picture Distribution,7.4,Mr. Brooks
Alliance Atlantis Motion Picture Distribution,7.4,Mr. Brooks
Alliance Atlantis Motion Picture Distribution,7.4,Mr. Brooks
Alliance Atlantis Motion Picture Distribution,6.2,The Midnight Meat Train
Alliance Atlantis Motion Picture Distribution,6.2,The Midnight Meat Train
Alliance Atlantis Motion Picture Distribution,5.7,Snakes on a Plane
Alliance Atlantis Motion Picture Distribution,7.6,The Illusionist
