movie_company,rating,complete_euro_dark_movie
20th Century Fox Home Entertainment España S.A.,5.4,Club Dread
20th Century Fox Home Entertainment España S.A.,5.4,Club Dread
20th Century Fox Home Entertainment Japan,7.4,The Simpsons Movie
20th Century Fox Home Entertainment Japan,6.7,The Deep End
20th Century Fox Home Entertainment Japan,6.7,The Deep End
20th Century Fox Italia,7.0,Runaway Jury
20th Century Fox Italia,7.4,The Simpsons Movie
20th Century Fox Italia,7.5,Waking Life
20th Century Fox Italia,5.3,The Pink Panther
20th Century Fox Italia,7.0,Runaway Jury
20th Century Fox Italia,7.5,Ice Age
20th Century Fox Italia,7.7,Minority Report
20th Century Fox Italia,7.7,Minority Report
20th Century Fox Italia,7.7,Minority Report
20th Century Fox Italia,5.4,Club Dread
20th Century Fox Italia,7.1,Antwone Fisher
20th Century Fox Italia,5.4,Club Dread
20th Century Fox Netherlands,7.5,Ice Age
20th Century Fox Netherlands,7.7,Minority Report
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,7.7,Minority Report
20th Century Fox Netherlands,8.0,Avatar
20th Century Fox Netherlands,7.7,Minority Report
20th Century Fox Netherlands,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
20th Century Fox Netherlands,5.3,The Pink Panther
20th Century Fox Netherlands,7.4,The Simpsons Movie
20th Century Fox Netherlands,7.5,Waking Life
20th Century Fox Netherlands,5.8,The X Files: I Want to Believe
20th Century Fox Netherlands,6.7,The Deep End
20th Century Fox Netherlands,6.7,The Deep End
20th Century Fox Netherlands,7.0,Runaway Jury
20th Century Fox Netherlands,7.0,Runaway Jury
20th Century Fox Netherlands,5.8,The X Files: I Want to Believe
20th Century Fox of Germany,7.5,Waking Life
20th Century Fox of Germany,5.8,The X Files: I Want to Believe
20th Century Fox of Germany,7.4,The Simpsons Movie
20th Century Fox of Germany,7.9,Taken
20th Century Fox of Germany,7.9,Taken
20th Century Fox of Germany,6.7,The Deep End
20th Century Fox of Germany,6.7,The Deep End
20th Century Fox of Germany,7.0,Runaway Jury
20th Century Fox of Germany,7.0,Runaway Jury
20th Century Fox of Germany,5.3,The Pink Panther
20th Century Fox of Germany,7.9,Taken
20th Century Fox of Germany,5.8,The X Files: I Want to Believe
20th Century Fox of Germany,5.1,The Happening
20th Century Fox of Germany,7.5,Gangs of New York
20th Century Fox of Germany,8.0,Avatar
20th Century Fox of Germany,7.7,Minority Report
20th Century Fox of Germany,5.4,Club Dread
20th Century Fox of Germany,5.4,Club Dread
20th Century Fox of Germany,7.7,Minority Report
20th Century Fox of Germany,7.7,Minority Report
20th Century Fox of Germany,7.1,Antwone Fisher
20th Century Fox of Germany,7.5,Ice Age
20th Century Fox of Germany,7.5,Gangs of New York
20th Century Fox of Germany,8.0,Avatar
20th Century Fox of Germany,8.0,Avatar
2BE,8.2,Sacrifice
2BE,8.1,Pilot
2BE,8.2,Sacrifice
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
3L Filmverleih,7.3,Monster
791 Cine,7.1,Tape
A-Film Distribution,6.7,Undertow
A-Film Distribution,7.5,This Film Is Not Yet Rated
A-Film Distribution,6.6,The King
A-Film Distribution,6.6,The King
A-Film Distribution,6.7,Undertow
A-Film Distribution,6.6,The King
A-Film Distribution,6.7,Undertow
A-Film Distribution,6.8,Wilbur Wants to Kill Himself
A-Film Distribution,6.8,Wilbur Wants to Kill Himself
A-Film Distribution,8.3,Der Untergang
A-Film Distribution,7.1,Brothers
A-Film Distribution,7.3,Before the Devil Knows You're Dead
A-Film Distribution,7.3,Before the Devil Knows You're Dead
A-Film Distribution,8.0,Bowling for Columbine
A-Film Distribution,7.2,Elephant
A-Film Distribution,8.0,Bowling for Columbine
A-Film Distribution,7.1,Brothers
A-Film Distribution,8.3,Der Untergang
A-Film Distribution,7.3,Lantana
A-Film Distribution,7.3,Lantana
A-Film Distribution,8.0,Bowling for Columbine
A-Film Distribution,8.0,Bowling for Columbine
A-Film Distribution,7.2,Elephant
A-Film Distribution,7.2,Elephant
A-Film Distribution,6.2,Human Nature
A-Film Distribution,8.3,Der Untergang
A-Film Home Entertainment,8.0,Bowling for Columbine
A-Film Home Entertainment,8.3,Der Untergang
A-Film Home Entertainment,7.3,Before the Devil Knows You're Dead
A-Film Home Entertainment,7.3,Before the Devil Knows You're Dead
A-Film Home Entertainment,8.3,Der Untergang
A-Film Home Entertainment,6.2,Human Nature
A-Film Home Entertainment,8.3,Der Untergang
A-Film Home Entertainment,7.6,Mies vailla menneisyyttä
A-Film Home Entertainment,8.0,Bowling for Columbine
A-Film Home Entertainment,8.0,Bowling for Columbine
A-Film Home Entertainment,7.6,Mies vailla menneisyyttä
A-Film Home Entertainment,7.3,Lantana
A-Film Home Entertainment,7.3,Lantana
A-Film Home Entertainment,6.2,Human Nature
A-Film Home Entertainment,8.0,Bowling for Columbine
A-Film Home Entertainment,7.5,This Film Is Not Yet Rated
A-Film Home Entertainment,6.8,Wilbur Wants to Kill Himself
A-Film Home Entertainment,6.8,Wilbur Wants to Kill Himself
Alamode Film,7.0,The Cooler
Alamode Film,7.0,The Cooler
Alexandra Films,6.9,Orphan
Alexandra Films,6.9,Orphan
Alexandra Films,6.9,Orphan
Alexandra Films,6.9,Orphan
Alexandra Films,7.5,Harry Potter and the Goblet of Fire
Alexandra Films,7.5,Harry Potter and the Goblet of Fire
Alfa Films,7.9,Crash
Alfa Films,7.9,Crash
Alfa Films,7.9,Crash
Alfa Films,7.9,Crash
Alfa Films,8.3,Der Untergang
Alfa Films,7.9,Crash
Alfa Films,7.6,Mies vailla menneisyyttä
Alfa Films,8.3,Der Untergang
Alfa Films,8.3,Der Untergang
Alfa Films,7.9,Crash
Alfa Films,7.3,Michael Clayton
Alfa Films,7.9,Crash
Alfa Films,7.6,Mies vailla menneisyyttä
Alfa Films,7.9,Crash
Alfa Films,7.9,Crash
Alfa Films,7.9,Crash
Alfa Films,6.8,Wilbur Wants to Kill Himself
Alfa Films,6.5,The White Countess
Alfa Films,6.1,The Final Cut
Alfa Films,6.5,The White Countess
Alfa Films,6.5,The White Countess
Alfa Films,4.7,The Grudge 2
Alfa Films,6.5,The White Countess
Alfa Films,6.8,Wilbur Wants to Kill Himself
Alfa Films,7.1,Monster's Ball
Alfa Films,6.1,The Final Cut
Alfa Films,6.1,The Final Cut
Alfa Films,6.1,The Final Cut
Alliance,7.5,A Single Man
Alliance Atlantis Communications,8.0,Bowling for Columbine
Alliance Atlantis Communications,7.2,Cold Mountain
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,8.0,Bowling for Columbine
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,8.0,Bowling for Columbine
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,7.2,Cold Mountain
Alliance Atlantis Communications,7.5,Gangs of New York
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,7.5,Gangs of New York
Alliance Atlantis Communications,6.5,Cellular
Alliance Atlantis Communications,8.0,Bowling for Columbine
Alliance Atlantis Communications,7.2,The Woodsman
Alliance Atlantis Home Video,6.8,The Matador
Alliance Atlantis Home Video,6.7,Storytelling
Alliance Atlantis Home Video,6.8,The Matador
Alliance Atlantis Home Video,8.2,No Country for Old Men
Alliance Atlantis Home Video,8.2,No Country for Old Men
Alliance Atlantis Home Video,6.8,The Matador
Alliance Atlantis Home Video,6.8,The Matador
Alliance Atlantis Home Video,8.2,No Country for Old Men
Alliance Atlantis Home Video,7.2,The Woodsman
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,7.0,An Unfinished Life
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,8.0,Bowling for Columbine
Alliance Atlantis Home Video,8.0,Bowling for Columbine
Alliance Atlantis Home Video,7.2,Cold Mountain
Alliance Atlantis Home Video,8.3,Der Untergang
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,8.3,Der Untergang
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,8.3,Der Untergang
Alliance Atlantis Home Video,8.0,Bowling for Columbine
Alliance Atlantis Home Video,8.0,Bowling for Columbine
Alliance Atlantis Home Video,7.1,Bad Santa
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,6.5,Cellular
Alliance Atlantis Home Video,7.0,An Unfinished Life
Alliance Atlantis Home Video,7.5,Gangs of New York
Alliance Atlantis Home Video,7.5,Gangs of New York
Alliance Atlantis Home Video,7.2,Cold Mountain
Alliance Atlantis Motion Picture Distribution,7.0,Burn After Reading
Alliance Atlantis Motion Picture Distribution,7.0,Burn After Reading
Alliance Atlantis Video,7.5,Gangs of New York
Alliance Atlantis Video,7.5,Gangs of New York
Alliance Films,7.3,Law Abiding Citizen
Alliance Films,7.1,Brothers
Alliance Films,7.1,Brothers
Alliance Films,7.3,Law Abiding Citizen
Alliance Films,7.3,Law Abiding Citizen
Alliance Films,8.2,No Country for Old Men
Alliance Films,8.2,No Country for Old Men
Alliance Films,8.2,No Country for Old Men
Alpha Filmes,8.0,Bowling for Columbine
Alpha Filmes,8.0,Bowling for Columbine
Alpha Filmes,8.0,Bowling for Columbine
Alpha Filmes,8.0,Bowling for Columbine
America Video,5.5,Cherry Crush
America Video Film,5.5,Cherry Crush
AMG Entertainment,6.2,The Human Stain
AMG Entertainment,6.2,The Human Stain
AMG Entertainment,6.2,The Human Stain
AMG Entertainment,6.2,The Human Stain
Amuse Pictures,7.4,The Kid Stays in the Picture
Amuse Pictures,7.6,Equilibrium
Amuse Pictures,7.6,Equilibrium
Amuse Pictures,7.6,Equilibrium
Anchor Bay Entertainment (UK),5.1,Chocolate
Applause Entertainment,6.8,Death Sentence
Applause Entertainment,6.8,Death Sentence
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.5,Cellular
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,6.5,Cellular
Argentina Video Home,7.3,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Argentina Video Home,6.6,Hannibal
Argentina Video Home,6.6,Hannibal
Argentina Video Home,6.6,Hannibal
Argentina Video Home,6.7,An American Rhapsody
Argentina Video Home,5.2,Blood and Chocolate
Argentina Video Home,5.2,Blood and Chocolate
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.5,Cellular
Argentina Video Home,7.0,An Unfinished Life
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.5,Harry Potter and the Goblet of Fire
Argentina Video Home,7.0,An Unfinished Life
Argentina Video Home,6.6,Hannibal
Argentina Video Home,7.0,An Unfinished Life
Argentina Video Home,7.2,Elephant
Argentina Video Home,7.0,Burn After Reading
Argentina Video Home,7.0,Burn After Reading
Argentina Video Home,5.5,Cherry Crush
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.5,Cellular
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,6.5,Cellular
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,5.2,Blood and Chocolate
Argentina Video Home,7.2,Elephant
Argentina Video Home,5.3,Collateral Damage
Argentina Video Home,5.3,Collateral Damage
Argentina Video Home,5.2,Blood and Chocolate
Argentina Video Home,6.5,Cellular
Argentina Video Home,7.2,Elephant
Argentina Video Home,6.6,Hannibal
Argentina Video Home,7.2,Elephant
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,5.3,Collateral Damage
Argentina Video Home,5.3,Collateral Damage
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,6.6,Hannibal
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,7.2,Elephant
Argentina Video Home,7.2,Elephant
Argentina Video Home,7.0,An Unfinished Life
Argentina Video Home,6.7,An American Rhapsody
Argentina Video Home,6.7,An American Rhapsody
Argentina Video Home,6.5,Cellular
Argentina Video Home,6.7,An American Rhapsody
Argentina Video Home,8.0,Bowling for Columbine
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,6.8,Wilbur Wants to Kill Himself
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,8.0,Mystic River
Argentina Video Home,8.0,Mystic River
Argentina Video Home,8.0,Mystic River
Argentina Video Home,7.0,Tropic Thunder
Argentina Video Home,7.0,Tropic Thunder
Argentina Video Home,6.4,Out of Time
Argentina Video Home,6.4,Out of Time
Argentina Video Home,8.2,No Country for Old Men
Argentina Video Home,7.0,Tropic Thunder
Argentina Video Home,7.0,Tropic Thunder
Argentina Video Home,8.0,Mystic River
Argentina Video Home,8.0,Mystic River
Argentina Video Home,8.4,The Prestige
Argentina Video Home,8.4,The Prestige
Argentina Video Home,7.5,The Aviator
Argentina Video Home,7.5,The Aviator
Argentina Video Home,7.0,Syriana
Argentina Video Home,7.0,Syriana
Argentina Video Home,7.0,Syriana
Argentina Video Home,7.0,Syriana
Argentina Video Home,8.4,The Prestige
Argentina Video Home,6.8,Wilbur Wants to Kill Himself
Argentina Video Home,6.8,Wilbur Wants to Kill Himself
Argentina Video Home,6.8,Wilbur Wants to Kill Himself
Argentina Video Home,8.4,The Prestige
Argentina Video Home,8.0,Mystic River
ARP Sélection,6.7,The Deep End
ARP Sélection,6.7,The Deep End
Art Port,5.5,People I Know
Art Port,5.5,People I Know
Art Port,7.1,The Grey Zone
Art Port,7.1,The Grey Zone
Arte,7.5,Pierre Woodman und Brian Yuzna
Arte,7.5,Pierre Woodman und Brian Yuzna
Artecinema,7.2,The Woodsman
Artédis,6.6,Luther
Artédis,6.6,Luther
Artédis,6.6,Luther
Artédis,6.6,Luther
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.8,Das Experiment
Ascot Elite Entertainment Group,7.0,An Unfinished Life
Ascot Elite Entertainment Group,7.0,An Unfinished Life
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,6.7,Confidence
Ascot Elite Entertainment Group,6.7,Confidence
Ascot Elite Entertainment Group,7.8,Das Experiment
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.8,Das Experiment
Ascot Elite Entertainment Group,7.0,Burn After Reading
Ascot Elite Entertainment Group,6.7,Confidence
Ascot Elite Entertainment Group,6.7,Confidence
Ascot Elite Entertainment Group,7.0,Burn After Reading
Ascot Elite Entertainment Group,7.3,Law Abiding Citizen
Ascot Elite Entertainment Group,7.3,Law Abiding Citizen
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Law Abiding Citizen
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Before the Devil Knows You're Dead
Ascot Elite Entertainment Group,7.3,Before the Devil Knows You're Dead
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.3,Monster
Ascot Elite Entertainment Group,7.1,Bad Santa
Ascot Elite Entertainment Group,7.7,Stranger Than Fiction
Ascot Elite Entertainment Group,7.4,The Life of David Gale
Ascot Elite Entertainment Group,7.4,The Life of David Gale
Ascot Elite Entertainment Group,7.2,The Woodsman
Ascot Elite Entertainment Group,7.5,The Aviator
Ascot Elite Entertainment Group,7.1,Monster's Ball
Ascot Elite Home Entertainment,7.5,The Three Burials of Melquiades Estrada
Ascot Elite Home Entertainment,7.5,The Three Burials of Melquiades Estrada
Ascot Elite Home Entertainment,7.5,The Three Burials of Melquiades Estrada
Asia Video Publishing Co. Ltd.,6.1,The Final Cut
Asia Video Publishing Co. Ltd.,6.1,The Final Cut
Asia Video Publishing Co. Ltd.,6.1,The Final Cut
Asia Video Publishing Co. Ltd.,6.1,The Final Cut
Atalanta Filmes,6.7,Storytelling
ATP Insaat and Tiraret,6.6,Trucker
Audio Visual Enterprises,7.2,The Woodsman
Audio Visual Enterprises,8.4,The Prestige
Audio Visual Enterprises,8.4,The Prestige
Audio Visual Enterprises,6.5,The International
Audio Visual Enterprises,6.5,The International
Audio Visual Enterprises,7.0,Syriana
Audio Visual Enterprises,6.5,The International
Audio Visual Enterprises,7.0,Syriana
Audio Visual Enterprises,7.9,Taken
Audio Visual Enterprises,7.9,Taken
Audio Visual Enterprises,7.9,Taken
Audio Visual Enterprises,6.5,The International
Audio Visual Enterprises,6.0,Impostor
Audio Visual Enterprises,7.1,Chicago
Audio Visual Enterprises,6.0,Impostor
Audio Visual Enterprises,7.1,Chicago
Audio Visual Enterprises,7.1,Chicago
Audio Visual Entertainment,8.0,District 9
Audio Visual Entertainment,7.3,Before the Devil Knows You're Dead
Audio Visual Entertainment,8.0,District 9
Audio Visual Entertainment,7.3,Before the Devil Knows You're Dead
Audio Visual Entertainment,8.0,District 9
Audio Visual Entertainment,6.7,Rachel Getting Married
Aurum Producciones,6.8,John Q
Aurum Producciones,7.5,A Single Man
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,6.0,Impostor
AXN,7.2,K-PAX
AXN,7.2,K-PAX
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.3,Monster
AXN,7.2,K-PAX
AXN,7.2,K-PAX
AXN,7.3,Monster
AXN,7.3,Monster
AXN,6.0,Impostor
Bac Films,6.2,Human Nature
Bac Films,7.0,The Cooler
Bac Films,7.0,The Cooler
Barbar Film,6.6,The King
Barbar Film,6.6,The King
Barbar Film,6.6,The King
Basis-Film-Verleih GmbH,6.6,Rosas Höllenfahrt
Bazuca Films,6.8,Death Sentence
Bazuca Films,6.8,Death Sentence
Bazuca Films,7.3,Before the Devil Knows You're Dead
Bazuca Films,7.3,Before the Devil Knows You're Dead
Bazuca Films,7.3,Michael Clayton
Be Best in DVD (BBI-DVD),7.0,Thirteen Conversations About One Thing
Belga Films,7.8,Das Experiment
Belga Films,7.8,Das Experiment
Belga Films,7.8,Das Experiment
Belga Films,7.8,Das Experiment
Belga Films,7.8,Das Experiment
Belga Films,7.8,Das Experiment
Benelux Film Distribution,5.2,Blood and Chocolate
Benelux Film Distribution,5.2,Blood and Chocolate
Benelux Film Distribution,5.2,Blood and Chocolate
Benelux Film Distribution,5.2,Blood and Chocolate
Bergvik,6.4,Levity
Best Film,7.3,Law Abiding Citizen
Best Film,7.3,Law Abiding Citizen
Best Film,7.3,Law Abiding Citizen
BeTV,7.8,A561984
Beyond Films,7.3,Lantana
Beyond Films,7.3,Lantana
Beyond Films,7.3,Lantana
Beyond Films,7.3,Lantana
BIM Distribuzione,7.2,Elephant
BIM Distribuzione,7.2,Elephant
BIM Distribuzione,7.2,Elephant
BIM Distribuzione,6.1,Once Upon a Time in the Midlands
Bioscop,7.5,The Aviator
Bioscop,7.0,An Unfinished Life
Bioscop,7.0,An Unfinished Life
Bir Film,6.8,Wilbur Wants to Kill Himself
Bir Film,6.8,Wilbur Wants to Kill Himself
Blanco & Travieso,7.2,The Woodsman
Blitz,6.9,Orphan
Blitz,6.9,Orphan
Blitz,6.9,Orphan
